Title,Company,Location,Category,Contract Type,Contract Time,Salary Min,Salary Max,Created,Description,Redirect URL,timestamp
Data Warehouse Engineer,Beacham Group Pty Ltd,"Perth, Perth Region",IT Jobs,contract,full_time,110,115,2025-02-04T05:14:27Z,"About the Role: A leading higher education institution is seeking a Data Warehouse Engineer to support critical data warehousing projects and Power BI reporting initiatives. Based on project deliverables, this is a 6-month contract role with a high likelihood of extension. The role will focus on Azure-based data solutions, ETL development, Power BI reporting, and supporting large-scale data projects. The ideal candidate will have strong technical expertise in Azure, SQL, ETL, and Power BI, alon…",https://www.adzuna.com.au/details/5035505046?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:04:50.592510
"Lead Engineer -Electrical, Truganina (Data Center)",CBRE,"South Yarra, Stonnington Area",Engineering Jobs,,full_time,,,2025-02-06T20:47:43Z,"We Look forward for you to join us We are looking to hire 1x Lead Engineer (Electrical Engineering Background) Preferences someone in Data Centre Environment/Critical Infrastructure About the role: To provide exceptional customer service and comprehensive Maintenance services to the client and the contract. In order to be successful in the role it is key that the Lead Engineer understands procedures, processes and operates them to the required standards Location of Work: Truganina Victoria 3029…",https://www.adzuna.com.au/land/ad/5039707874?se=2OZscYLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=D8F03F8665919F9B16D8412C2CD63A38B6CB2157,2025-02-06 23:04:50.592510
ASO3 Data Support Engineer,Department for Education SA,"Adelaide CBD, Adelaide",IT Jobs,permanent,part_time,,,2025-02-06T13:34:19Z,"Why work with us: Every child and young person deserves a great education. We have a strategy that aims to unlock every child’s potential now and into the future, one that in partnership with learners, students, parents and the wider South Australian community will build a world-leading public education system. One that is equitable and prioritises learning and wellbeing. Together we will make our education system the best it can be. When our children and young people thrive, so do our communit…",https://www.adzuna.com.au/details/5039265186?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:04:50.592510
"Sr. Engineering Manager, Data Services - (remote, Australia)",CrowdStrike Australia Pty Limited,"South Yarra, Stonnington Area",IT Jobs,,full_time,,,2025-02-05T10:34:40Z,"As a global leader in cybersecurity, CrowdStrike protects the people, processes and technologies that drive modern organizations. Since 2011, our mission hasn’t changed — we’re here to stop breaches, and we’ve redefined modern security with the world’s most advanced AI-native platform. We work on large scale distributed systems, processing almost 3 trillion events per day. We have 3.44 PB of RAM deployed across our fleet of C servers - and this traffic is growing daily. Our customers span all i…",https://www.adzuna.com.au/land/ad/5037778793?se=2OZscYLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=CE598B8AF2931BE5C8878E13D5FEECACF124966B,2025-02-06 23:04:50.592510
Senior Data and AI Engineer,Cognizant,"Melbourne, Melbourne Region",IT Jobs,,full_time,,,2025-02-04T17:48:22Z,"About the role: At Cognizant, we're not just at the forefront of technological innovation - we're actively shaping the future of the digital landscape. As a rapidly expanding global leader in IT services, we're seeking a Senior Machine Learning/AI Engineer to join our growing Data & AI practice. In this role, you'll combine deep technical expertise with consulting skills to deliver cutting-edge AI solutions while also contributing to presales activities and architectural decisions. The Senior C…",https://www.adzuna.com.au/details/5036059411?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:04:50.592510
DevOps Engineer,Zone IT Solutions,"South Yarra, Stonnington Area",IT Jobs,,full_time,,,2025-02-04T14:25:25Z,"We are seeking DevOps Engineer for an exciting opportunity. In this role, you will be responsible for managing and optimizing our Snowflake data platform, ensuring seamless integration and deployment across our data pipelines. Requirements Minimum 5 years of experience in DevOps or Data Engineering, with a strong focus on Snowflake. Expertise in Snowflake architecture, data modeling, and performance tuning. Experience in building and maintaining CI/CD pipelines for Snowflake using tools like Je…",https://www.adzuna.com.au/land/ad/5035877152?se=2OZscYLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=A593D606BB02C37BBDC69BEB13458E20C2413071,2025-02-06 23:04:50.592510
"Salesforce Data Cloud Engineer - South Bank, QLD",Flight Centre Careers,"Queensland, Australia",IT Jobs,,full_time,,,2025-02-05T21:59:15Z,"Come and join our global leisure MarTech team as a Salesforce Data Cloud Engineer You'll be instrumental in driving data-driven marketing success by integrating Salesforce Data Cloud with Data Bricks and other sources. Your expertise will be crucial in creating a 360-degree customer view and powering personalized campaigns across our diverse customer base. Who you are: Data Integration and Ingestion Design and implement data pipelines to ingest data from various sources, including Data Bricks, …",https://www.adzuna.com.au/details/5038403077?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:04:50.592510
Principal Engineer- Google Cloud Data Platform,Capgemini,"South Yarra, Stonnington Area",IT Jobs,,full_time,,,2025-02-05T10:34:34Z,"Come and join a thriving company and become part of a diverse global collective of free-thinkers, entrepreneurs and industry experts who are all driven to use technology to reimagine what’s possible. Capgemini. Get the future you want. For more about why Capgemini https://www.capgemini.com/au-en/careers/why-join-capgemini/ Let’s talk about the roles and responsibilities The Principal Engineer will be responsible for understanding and designing end-to-end platform architecture, primarily utilizi…",https://www.adzuna.com.au/land/ad/5037777835?se=2OZscYLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=DD5E577973CB019EF5B150E2CC37CF77640BAE1A,2025-02-06 23:04:50.592510
Senior Software Engineer - Ab Initio,HAYS,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-06T14:47:23Z,"Senior Software Engineer required to work on advanced analytics with Ab Initio See yourself in the team Youll be joining a Software Engineering - Fraud and Scam Chapter. Essentially, youll be designing and coding our applications, playing a pivotal role in safeguarding our customers from the ever-evolving landscape of fraud and scams. Youll be working in the exciting world of staying ahead of fraudsters and scammers, supporting the design & development of cutting-edge technologies to automate s…",https://www.adzuna.com.au/land/ad/5039317658?se=2OZscYLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=FB7D363F538D18709D75B62FD263710F2B3C64C9,2025-02-06 23:04:50.592510
Principal Data Scientist,Commonwealth Bank of Australia,"Sydney CBD, Sydney",IT Jobs,,full_time,,,2025-02-05T20:36:34Z,"Join Our Team About Us: Our Retail Banking Services (RBS) AI and Data Science team is central to realizing the Group’s vision of a future enriched by advanced AI technologies. We integrate cutting-edge Generative AI, Agentic AI, and Deep Learning methodologies to provide a seamless, customer-centric banking experience. Our team delivers market-leading products and services supported by some of the world’s most sophisticated systems and processes. The Opportunity: We are looking for a Principal …",https://www.adzuna.com.au/land/ad/5038362728?se=2OZscYLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=4B43BF612DB43FA9096CEB644E63E6EC8F67B3E3,2025-02-06 23:04:50.592510
Technology Architect - Software Product Engineering,Capgemini,"South Yarra, Stonnington Area",IT Jobs,,full_time,,,2025-02-06T14:47:28Z,"About Capgemini: Capgemini is a global leader in partnering with companies to transform and manage their businesses by harnessing the power of technology. Recognized by Ethisphere as one of the World's Most Ethical Companies for the last ten years in a row, we are a diverse, values-driven organization of over 325,000 team members in more than 50 countries. Now is the time to join our Australian and New Zealand businesses as we rapidly expand - purposefully investing in specific technology capab…",https://www.adzuna.com.au/land/ad/5039318157?se=2OZscYLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=1D0EED6BCB248FDC95EE4DFCE610ABEA977AF3FC,2025-02-06 23:04:50.592510
Data Analytics Manager,Peoplebank,"Brisbane, Brisbane Region",IT Jobs,contract,full_time,,,2025-02-05T04:46:05Z,"Role Title: Data Analytics Manager Location: Brisbane CBD Hybrid working – max 2 days WFH per week Competitive hourly rate Open to Brisbane based candidates only About the role: Seeking a dynamic Strategic Data Leader to drive data-driven culture and lead data and insights platform and teams for a government client in Brisbane. This transformational role involves leading data engineering and data science teams, managing insights platform, and collaborating with data practitioners across the org…",https://www.adzuna.com.au/details/5036764178?utm_medium=api&utm_source=4a3e4881,2025-02-06 23:04:50.592510
Data Practice Lead,Australia Post,"Richmond North, Yarra Area",IT Jobs,,full_time,,,2025-02-04T20:29:09Z,"Help us deliver like never before We’re looking for a Data Practice Lead to join our diverse, talented and innovative digital technology team who together are helping our customers and communities build a better future. Together, we design, build and maintain products, services and experiences that Australian's love and trust, while delivering a sustainable future for Australia Post, and you could be part of that. We're empowered to deliver for our teams and to delight our customers. We provide…",https://www.adzuna.com.au/land/ad/5036227114?se=2OZscYLk7xGB_lISq3A-oA&utm_medium=api&utm_source=4a3e4881&v=5F614DF251A83322EFBD8BD0004664833BA59904,2025-02-06 23:04:50.592510
